Formulation	DrugName	SubCat	SubCat1
Syrup	Ibuprofen	Antihistamine	NSAID
Syrup	Amoxicillin	Antipyretic	Salicylate
Capsule	Metformin	Antipyretic	Salicylate
Injection	Ibuprofen	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antacid	NSAID
Ointment	Paracetamol	Antihistamine	Salicylate
Capsule	Ibuprofen	Antipyretic	Salicylate
Capsule	Ibuprofen	Antibiotic	NSAID
Tablet	Aspirin	Painkiller	Penicillin
Injection	Ibuprofen	Antibiotic	Salicylate
Capsule	Cetrizine	Antipyretic	PPI
Syrup	Aspirin	Antihistamine	H1 Blocker
Tablet	Omeprazole	Antipyretic	H1 Blocker
Ointment	Metformin	Painkiller	Penicillin
Injection	Aspirin	Antihistamine	Salicylate
Syrup	Paracetamol	Antipyretic	NSAID
Tablet	Cetrizine	Antihistamine	Penicillin
Tablet	Metformin	Antihistamine	PPI
Ointment	Paracetamol	Antihistamine	H1 Blocker
Ointment	Metformin	Antacid	PPI
Capsule	Amoxicillin	Antacid	NSAID
Ointment	Paracetamol	Antacid	NSAID
Syrup	Omeprazole	Antacid	Salicylate
Tablet	Omeprazole	Antihistamine	Penicillin
Syrup	Metformin	Antipyretic	H1 Blocker
Syrup	Omeprazole	Antibiotic	PPI
Syrup	Aspirin	Painkiller	Salicylate
Ointment	Aspirin	Antipyretic	H1 Blocker
Syrup	Ibuprofen	Antacid	PPI
Capsule	Aspirin	Antacid	NSAID
Ointment	Amoxicillin	Painkiller	PPI
Capsule	Omeprazole	Painkiller	Penicillin
Syrup	Omeprazole	Antibiotic	Salicylate
Injection	Metformin	Antibiotic	H1 Blocker
Tablet	Metformin	Antihistamine	Penicillin
Ointment	Amoxicillin	Painkiller	H1 Blocker
Syrup	Aspirin	Painkiller	PPI
Injection	Cetrizine	Antihistamine	NSAID
Capsule	Cetrizine	Antihistamine	Salicylate
Capsule	Cetrizine	Painkiller	PPI
Syrup	Aspirin	Antipyretic	Salicylate
Capsule	Amoxicillin	Antibiotic	Salicylate
Injection	Amoxicillin	Antihistamine	Salicylate
Ointment	Metformin	Antihistamine	NSAID
Tablet	Omeprazole	Antacid	NSAID
Ointment	Metformin	Antipyretic	H1 Blocker
Capsule	Ibuprofen	Painkiller	PPI
Ointment	Metformin	Antibiotic	PPI
Ointment	Omeprazole	Antipyretic	H1 Blocker
Syrup	Omeprazole	Antibiotic	Penicillin
Injection	Ibuprofen	Antihistamine	Penicillin
Injection	Metformin	Painkiller	NSAID
Injection	Amoxicillin	Antibiotic	Salicylate
Tablet	Omeprazole	Antipyretic	NSAID
Capsule	Paracetamol	Painkiller	H1 Blocker
Injection	Omeprazole	Antihistamine	PPI
Syrup	Omeprazole	Antibiotic	NSAID
Ointment	Ibuprofen	Antipyretic	NSAID
Capsule	Aspirin	Antacid	PPI
Ointment	Aspirin	Antipyretic	H1 Blocker
Ointment	Cetrizine	Antibiotic	H1 Blocker
Injection	Paracetamol	Antipyretic	NSAID
Capsule	Cetrizine	Painkiller	H1 Blocker
Injection	Aspirin	Antihistamine	NSAID
Injection	Metformin	Antacid	H1 Blocker
Syrup	Metformin	Antacid	Salicylate
Tablet	Metformin	Antipyretic	PPI
Injection	Omeprazole	Antipyretic	PPI
Tablet	Aspirin	Antacid	Penicillin
Capsule	Metformin	Painkiller	Penicillin
Syrup	Paracetamol	Antihistamine	H1 Blocker
Capsule	Paracetamol	Antibiotic	NSAID
Syrup	Metformin	Painkiller	Penicillin
Injection	Cetrizine	Antipyretic	NSAID
Injection	Amoxicillin	Antacid	H1 Blocker
Syrup	Cetrizine	Antipyretic	Penicillin
Injection	Ibuprofen	Antihistamine	Penicillin
Syrup	Metformin	Painkiller	Penicillin
Syrup	Amoxicillin	Painkiller	Salicylate
Injection	Aspirin	Antacid	NSAID
Capsule	Paracetamol	Antihistamine	NSAID
Capsule	Ibuprofen	Antipyretic	PPI
Capsule	Paracetamol	Antipyretic	Penicillin
Capsule	Ibuprofen	Antipyretic	NSAID
Tablet	Aspirin	Antipyretic	H1 Blocker
Ointment	Cetrizine	Antacid	Penicillin
Syrup	Metformin	Antacid	H1 Blocker
Ointment	Aspirin	Antacid	H1 Blocker
Syrup	Amoxicillin	Antacid	NSAID
Ointment	Ibuprofen	Antipyretic	NSAID
Ointment	Amoxicillin	Painkiller	Penicillin
Capsule	Aspirin	Antibiotic	Penicillin
Syrup	Paracetamol	Painkiller	Penicillin
Tablet	Metformin	Antihistamine	PPI
Capsule	Aspirin	Painkiller	NSAID
Capsule	Aspirin	Antihistamine	PPI
Ointment	Amoxicillin	Antihistamine	Penicillin
Tablet	Omeprazole	Antihistamine	NSAID
Injection	Paracetamol	Antihistamine	H1 Blocker
Tablet	Omeprazole	Antacid	PPI
Capsule	Aspirin	Antipyretic	Salicylate
Tablet	Cetrizine	Painkiller	Penicillin
Ointment	Metformin	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Antipyretic	Salicylate
Syrup	Amoxicillin	Antihistamine	Salicylate
Ointment	Omeprazole	Antibiotic	PPI
Ointment	Amoxicillin	Antibiotic	NSAID
Syrup	Cetrizine	Antihistamine	H1 Blocker
Capsule	Ibuprofen	Painkiller	NSAID
Ointment	Amoxicillin	Painkiller	Salicylate
Capsule	Aspirin	Antibiotic	Penicillin
Tablet	Metformin	Antacid	Salicylate
Ointment	Aspirin	Antihistamine	PPI
Tablet	Aspirin	Antacid	Penicillin
Capsule	Ibuprofen	Painkiller	NSAID
Ointment	Aspirin	Antihistamine	PPI
Tablet	Cetrizine	Antibiotic	H1 Blocker
Capsule	Aspirin	Antibiotic	Salicylate
Syrup	Paracetamol	Antibiotic	H1 Blocker
Syrup	Paracetamol	Antibiotic	H1 Blocker
Ointment	Cetrizine	Antipyretic	Salicylate
Ointment	Cetrizine	Antacid	NSAID
Syrup	Paracetamol	Antacid	H1 Blocker
Capsule	Cetrizine	Painkiller	Salicylate
Ointment	Omeprazole	Antacid	Penicillin
Ointment	Paracetamol	Antihistamine	H1 Blocker
Capsule	Omeprazole	Antihistamine	Salicylate
Syrup	Omeprazole	Painkiller	Penicillin
Tablet	Amoxicillin	Antibiotic	H1 Blocker
Ointment	Omeprazole	Antipyretic	H1 Blocker
Injection	Amoxicillin	Painkiller	NSAID
Injection	Metformin	Antihistamine	NSAID
Tablet	Amoxicillin	Antibiotic	PPI
Syrup	Aspirin	Antipyretic	Salicylate
Syrup	Amoxicillin	Antibiotic	PPI
Injection	Metformin	Antihistamine	Penicillin
Injection	Paracetamol	Antibiotic	PPI
Injection	Ibuprofen	Antacid	H1 Blocker
Injection	Amoxicillin	Painkiller	NSAID
Syrup	Omeprazole	Painkiller	PPI
Injection	Ibuprofen	Antibiotic	Salicylate
Tablet	Omeprazole	Antipyretic	PPI
Capsule	Paracetamol	Antihistamine	PPI
Injection	Metformin	Antipyretic	Salicylate
Syrup	Metformin	Painkiller	H1 Blocker
Capsule	Cetrizine	Painkiller	Penicillin
Injection	Paracetamol	Painkiller	PPI
Injection	Aspirin	Antacid	PPI
Syrup	Paracetamol	Antibiotic	Penicillin
Ointment	Aspirin	Antibiotic	Salicylate
Ointment	Cetrizine	Antibiotic	Salicylate
Injection	Cetrizine	Antihistamine	Salicylate
Injection	Omeprazole	Painkiller	Penicillin
Tablet	Metformin	Antihistamine	Salicylate
Tablet	Cetrizine	Antacid	H1 Blocker
Capsule	Metformin	Antihistamine	Salicylate
Syrup	Ibuprofen	Antibiotic	NSAID
Ointment	Ibuprofen	Antibiotic	H1 Blocker
Ointment	Cetrizine	Antacid	H1 Blocker
Ointment	Paracetamol	Antihistamine	Penicillin
Injection	Omeprazole	Antibiotic	NSAID
Tablet	Amoxicillin	Antibiotic	PPI
Tablet	Paracetamol	Antibiotic	Salicylate
Tablet	Aspirin	Antacid	H1 Blocker
Capsule	Amoxicillin	Antibiotic	Penicillin
Ointment	Aspirin	Painkiller	PPI
Ointment	Metformin	Antipyretic	Salicylate
Syrup	Amoxicillin	Antibiotic	NSAID
Ointment	Cetrizine	Antipyretic	Penicillin
Capsule	Cetrizine	Antihistamine	Salicylate
Ointment	Omeprazole	Painkiller	Salicylate
Injection	Paracetamol	Antipyretic	PPI
Capsule	Ibuprofen	Antacid	PPI
Tablet	Metformin	Antibiotic	NSAID
Ointment	Paracetamol	Antibiotic	H1 Blocker
Tablet	Amoxicillin	Antacid	H1 Blocker
Tablet	Cetrizine	Antibiotic	PPI
Injection	Paracetamol	Antipyretic	Salicylate
Syrup	Aspirin	Antacid	H1 Blocker
Tablet	Ibuprofen	Antipyretic	NSAID
Injection	Paracetamol	Painkiller	NSAID
Tablet	Ibuprofen	Antibiotic	NSAID
Ointment	Cetrizine	Antipyretic	H1 Blocker
Syrup	Omeprazole	Antihistamine	NSAID
Injection	Cetrizine	Antibiotic	Salicylate
Injection	Paracetamol	Antibiotic	PPI
Capsule	Paracetamol	Antacid	H1 Blocker
Syrup	Omeprazole	Antibiotic	Penicillin
Tablet	Metformin	Antipyretic	Salicylate
Ointment	Cetrizine	Antipyretic	NSAID
Tablet	Amoxicillin	Antibiotic	H1 Blocker
Ointment	Metformin	Painkiller	Penicillin
Syrup	Aspirin	Antipyretic	Salicylate
Syrup	Ibuprofen	Antibiotic	NSAID
Injection	Metformin	Antibiotic	Penicillin
Injection	Ibuprofen	Painkiller	Penicillin
Tablet	Cetrizine	Antipyretic	Penicillin
Tablet	Paracetamol	Antihistamine	NSAID
Syrup	Omeprazole	Painkiller	Penicillin
Syrup	Paracetamol	Antihistamine	H1 Blocker
Capsule	Paracetamol	Antipyretic	Salicylate
Ointment	Aspirin	Antibiotic	Penicillin
Injection	Paracetamol	Antacid	NSAID
Tablet	Omeprazole	Antipyretic	PPI
Capsule	Ibuprofen	Antihistamine	H1 Blocker
Ointment	Paracetamol	Antihistamine	NSAID
Tablet	Metformin	Antipyretic	Salicylate
Ointment	Ibuprofen	Antihistamine	NSAID
Tablet	Ibuprofen	Antipyretic	Penicillin
Syrup	Paracetamol	Antipyretic	NSAID
Syrup	Cetrizine	Antibiotic	H1 Blocker
Capsule	Metformin	Painkiller	PPI
Syrup	Ibuprofen	Antacid	Salicylate
Ointment	Metformin	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Antacid	PPI
Capsule	Amoxicillin	Antihistamine	Salicylate
Ointment	Paracetamol	Painkiller	Salicylate
Injection	Paracetamol	Antibiotic	PPI
Ointment	Cetrizine	Antipyretic	H1 Blocker
Tablet	Paracetamol	Antipyretic	PPI
Ointment	Amoxicillin	Antihistamine	NSAID
Capsule	Metformin	Painkiller	NSAID
Capsule	Paracetamol	Antibiotic	Penicillin
Capsule	Cetrizine	Antihistamine	H1 Blocker
Injection	Aspirin	Painkiller	NSAID
Syrup	Paracetamol	Antibiotic	PPI
Syrup	Paracetamol	Antibiotic	Penicillin
Syrup	Cetrizine	Antibiotic	PPI
Capsule	Amoxicillin	Antipyretic	NSAID
Injection	Ibuprofen	Antihistamine	NSAID
Syrup	Aspirin	Painkiller	Salicylate
Ointment	Omeprazole	Antibiotic	PPI
Injection	Omeprazole	Antihistamine	Salicylate
Syrup	Amoxicillin	Painkiller	PPI
Tablet	Aspirin	Antacid	Penicillin
Capsule	Metformin	Antacid	Salicylate
Injection	Aspirin	Antibiotic	H1 Blocker
Capsule	Omeprazole	Antipyretic	PPI
Capsule	Omeprazole	Antihistamine	NSAID
Injection	Aspirin	Antibiotic	Penicillin
Capsule	Aspirin	Antipyretic	H1 Blocker
Capsule	Amoxicillin	Antipyretic	PPI
Ointment	Aspirin	Painkiller	Salicylate
Syrup	Metformin	Antipyretic	H1 Blocker
Capsule	Amoxicillin	Antacid	PPI
Tablet	Omeprazole	Antacid	Penicillin
Capsule	Paracetamol	Antibiotic	PPI
Tablet	Cetrizine	Antihistamine	Penicillin
Tablet	Amoxicillin	Antihistamine	Penicillin
Capsule	Metformin	Antacid	Salicylate
Ointment	Aspirin	Antihistamine	Penicillin
Tablet	Paracetamol	Antacid	PPI
Ointment	Paracetamol	Painkiller	Salicylate
Syrup	Ibuprofen	Antacid	Penicillin
Capsule	Cetrizine	Antacid	Salicylate
Capsule	Aspirin	Antihistamine	NSAID
Capsule	Cetrizine	Antihistamine	Penicillin
Injection	Paracetamol	Antihistamine	Penicillin
Injection	Cetrizine	Painkiller	NSAID
Capsule	Aspirin	Antipyretic	Penicillin
Ointment	Paracetamol	Painkiller	H1 Blocker
Syrup	Metformin	Antacid	NSAID
Tablet	Metformin	Antihistamine	H1 Blocker
Injection	Metformin	Painkiller	H1 Blocker
Capsule	Aspirin	Antacid	H1 Blocker
Capsule	Paracetamol	Antipyretic	NSAID
Tablet	Aspirin	Antacid	H1 Blocker
Ointment	Omeprazole	Antihistamine	NSAID
Tablet	Ibuprofen	Antipyretic	PPI
Ointment	Cetrizine	Antipyretic	H1 Blocker
Ointment	Cetrizine	Antacid	Salicylate
Capsule	Ibuprofen	Antibiotic	Salicylate
Ointment	Metformin	Antipyretic	PPI
Injection	Ibuprofen	Antipyretic	NSAID
Injection	Amoxicillin	Painkiller	H1 Blocker
Syrup	Cetrizine	Antihistamine	Salicylate
Injection	Ibuprofen	Antibiotic	NSAID
Ointment	Cetrizine	Antacid	PPI
Ointment	Ibuprofen	Antibiotic	NSAID
Tablet	Ibuprofen	Antihistamine	Salicylate
Injection	Paracetamol	Antihistamine	Penicillin
Syrup	Aspirin	Antacid	NSAID
Ointment	Amoxicillin	Antipyretic	Penicillin
Ointment	Cetrizine	Antipyretic	NSAID
Ointment	Ibuprofen	Antibiotic	Penicillin
Tablet	Omeprazole	Antipyretic	Salicylate
Syrup	Aspirin	Antihistamine	Penicillin
Tablet	Ibuprofen	Antibiotic	H1 Blocker
Capsule	Amoxicillin	Antihistamine	NSAID
Injection	Cetrizine	Antipyretic	NSAID
Tablet	Omeprazole	Antihistamine	Salicylate
Syrup	Cetrizine	Antibiotic	Salicylate
Tablet	Metformin	Antihistamine	H1 Blocker
Syrup	Aspirin	Painkiller	H1 Blocker
Syrup	Amoxicillin	Painkiller	Penicillin
Tablet	Metformin	Antacid	Salicylate
Tablet	Cetrizine	Antipyretic	Penicillin
Tablet	Cetrizine	Antihistamine	PPI
Capsule	Metformin	Painkiller	Penicillin
Tablet	Paracetamol	Antacid	H1 Blocker
Capsule	Aspirin	Antacid	Penicillin
Capsule	Ibuprofen	Painkiller	Penicillin
Injection	Omeprazole	Painkiller	NSAID
Capsule	Paracetamol	Antihistamine	PPI
Injection	Cetrizine	Antihistamine	Salicylate
Injection	Aspirin	Antihistamine	Penicillin
Capsule	Paracetamol	Antacid	H1 Blocker
Capsule	Paracetamol	Painkiller	NSAID
Ointment	Amoxicillin	Painkiller	H1 Blocker
Tablet	Metformin	Antipyretic	H1 Blocker
Ointment	Cetrizine	Painkiller	PPI
Injection	Aspirin	Antibiotic	PPI
Ointment	Omeprazole	Painkiller	NSAID
Injection	Aspirin	Painkiller	PPI
Tablet	Cetrizine	Antihistamine	PPI
Ointment	Paracetamol	Antipyretic	PPI
Injection	Aspirin	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Painkiller	PPI
Syrup	Metformin	Antihistamine	PPI
Capsule	Metformin	Antibiotic	PPI
Syrup	Ibuprofen	Antipyretic	Salicylate
Injection	Paracetamol	Antipyretic	Penicillin
Tablet	Ibuprofen	Antihistamine	H1 Blocker
Syrup	Paracetamol	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antihistamine	NSAID
Capsule	Cetrizine	Painkiller	Salicylate
Tablet	Metformin	Antacid	Salicylate
Capsule	Cetrizine	Antipyretic	H1 Blocker
Tablet	Aspirin	Antipyretic	Salicylate
Injection	Omeprazole	Painkiller	Penicillin
Syrup	Omeprazole	Antipyretic	Salicylate
Syrup	Metformin	Antacid	Penicillin
Injection	Omeprazole	Antacid	H1 Blocker
Ointment	Paracetamol	Antacid	Penicillin
Syrup	Aspirin	Antibiotic	NSAID
Ointment	Amoxicillin	Antihistamine	Salicylate
Syrup	Ibuprofen	Antihistamine	NSAID
Syrup	Ibuprofen	Antipyretic	PPI
Capsule	Metformin	Antihistamine	Penicillin
Injection	Cetrizine	Painkiller	PPI
Injection	Omeprazole	Antipyretic	Penicillin
Tablet	Omeprazole	Antacid	Salicylate
Injection	Aspirin	Antihistamine	PPI
Injection	Omeprazole	Antipyretic	Salicylate
Syrup	Metformin	Antibiotic	H1 Blocker
Syrup	Aspirin	Painkiller	Salicylate
Ointment	Omeprazole	Antibiotic	PPI
Ointment	Metformin	Antihistamine	NSAID
Ointment	Metformin	Antihistamine	NSAID
Syrup	Ibuprofen	Antipyretic	Salicylate
Syrup	Paracetamol	Antipyretic	NSAID
Ointment	Cetrizine	Antacid	NSAID
Ointment	Paracetamol	Antacid	Penicillin
Capsule	Cetrizine	Antipyretic	NSAID
Tablet	Omeprazole	Painkiller	PPI
Tablet	Aspirin	Painkiller	H1 Blocker
Injection	Ibuprofen	Painkiller	H1 Blocker
Capsule	Aspirin	Antihistamine	NSAID
Injection	Paracetamol	Antihistamine	NSAID
Injection	Metformin	Antipyretic	Salicylate
Capsule	Metformin	Antacid	H1 Blocker
Syrup	Ibuprofen	Antihistamine	NSAID
Ointment	Metformin	Antibiotic	NSAID
Ointment	Metformin	Antacid	H1 Blocker
Capsule	Omeprazole	Antihistamine	NSAID
Syrup	Paracetamol	Antihistamine	H1 Blocker
Capsule	Cetrizine	Painkiller	H1 Blocker
Capsule	Aspirin	Painkiller	H1 Blocker
Ointment	Paracetamol	Painkiller	Penicillin
Capsule	Amoxicillin	Antihistamine	NSAID
Ointment	Metformin	Antibiotic	Salicylate
Ointment	Paracetamol	Antacid	Salicylate
Syrup	Ibuprofen	Antipyretic	NSAID
Injection	Cetrizine	Antipyretic	PPI
Injection	Paracetamol	Antibiotic	Salicylate
Syrup	Amoxicillin	Painkiller	H1 Blocker
Syrup	Aspirin	Antibiotic	H1 Blocker
Tablet	Omeprazole	Antihistamine	Salicylate
Tablet	Cetrizine	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Tablet	Aspirin	Antipyretic	Salicylate
Tablet	Omeprazole	Antibiotic	Penicillin
Injection	Amoxicillin	Antacid	Salicylate
Injection	Aspirin	Antibiotic	NSAID
Capsule	Aspirin	Antibiotic	Penicillin
Capsule	Aspirin	Antibiotic	PPI
Injection	Aspirin	Antibiotic	NSAID
Injection	Paracetamol	Antihistamine	NSAID
Ointment	Ibuprofen	Antibiotic	Penicillin
Ointment	Aspirin	Painkiller	H1 Blocker
Capsule	Paracetamol	Antibiotic	NSAID
Ointment	Omeprazole	Antihistamine	Salicylate
Tablet	Omeprazole	Antihistamine	PPI
Capsule	Omeprazole	Antipyretic	Salicylate
Capsule	Ibuprofen	Antipyretic	NSAID
Tablet	Cetrizine	Antihistamine	H1 Blocker
Capsule	Aspirin	Antacid	Salicylate
Syrup	Amoxicillin	Antipyretic	Salicylate
Ointment	Amoxicillin	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antibiotic	Salicylate
Injection	Amoxicillin	Painkiller	PPI
Ointment	Paracetamol	Antipyretic	Salicylate
Syrup	Metformin	Antibiotic	NSAID
Capsule	Cetrizine	Painkiller	NSAID
Capsule	Amoxicillin	Antihistamine	PPI
Ointment	Cetrizine	Antacid	H1 Blocker
Injection	Aspirin	Antacid	H1 Blocker
Injection	Ibuprofen	Painkiller	NSAID
Injection	Metformin	Painkiller	H1 Blocker
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Tablet	Aspirin	Antacid	Salicylate
Injection	Paracetamol	Antihistamine	Penicillin
Syrup	Amoxicillin	Antibiotic	Salicylate
Tablet	Ibuprofen	Antacid	PPI
Injection	Omeprazole	Antihistamine	H1 Blocker
Injection	Ibuprofen	Painkiller	H1 Blocker
Ointment	Cetrizine	Antacid	PPI
Syrup	Cetrizine	Painkiller	H1 Blocker
Ointment	Ibuprofen	Antacid	Salicylate
Capsule	Paracetamol	Antacid	Salicylate
Injection	Ibuprofen	Antibiotic	NSAID
Tablet	Metformin	Painkiller	H1 Blocker
Ointment	Metformin	Antibiotic	Penicillin
Tablet	Metformin	Antibiotic	NSAID
Tablet	Paracetamol	Painkiller	H1 Blocker
Ointment	Amoxicillin	Painkiller	Penicillin
Capsule	Ibuprofen	Painkiller	NSAID
Injection	Amoxicillin	Antipyretic	Penicillin
Injection	Paracetamol	Antihistamine	Salicylate
Capsule	Metformin	Painkiller	Penicillin
Tablet	Metformin	Painkiller	Salicylate
Capsule	Ibuprofen	Antihistamine	Penicillin
Ointment	Metformin	Painkiller	NSAID
Tablet	Ibuprofen	Painkiller	H1 Blocker
Ointment	Paracetamol	Painkiller	NSAID
Injection	Metformin	Antacid	PPI
Syrup	Cetrizine	Antipyretic	Salicylate
Capsule	Cetrizine	Antipyretic	PPI
Syrup	Omeprazole	Antibiotic	Salicylate
Capsule	Cetrizine	Antibiotic	Penicillin
Syrup	Cetrizine	Antibiotic	Salicylate
Injection	Aspirin	Antacid	H1 Blocker
Tablet	Metformin	Antipyretic	Penicillin
Tablet	Amoxicillin	Antipyretic	Salicylate
Injection	Aspirin	Antibiotic	NSAID
Capsule	Ibuprofen	Painkiller	Salicylate
Ointment	Ibuprofen	Antihistamine	H1 Blocker
Tablet	Metformin	Antihistamine	Penicillin
Injection	Metformin	Antipyretic	Salicylate
Ointment	Omeprazole	Antacid	Salicylate
Ointment	Cetrizine	Antihistamine	PPI
Tablet	Aspirin	Antipyretic	NSAID
Syrup	Omeprazole	Antibiotic	NSAID
Tablet	Ibuprofen	Antibiotic	PPI
Capsule	Cetrizine	Antibiotic	NSAID
Syrup	Ibuprofen	Antibiotic	NSAID
Ointment	Aspirin	Antihistamine	Penicillin
Capsule	Omeprazole	Antihistamine	PPI
Injection	Omeprazole	Antacid	H1 Blocker
Injection	Paracetamol	Antacid	PPI
Capsule	Paracetamol	Antihistamine	Salicylate
Syrup	Amoxicillin	Antipyretic	NSAID
Injection	Cetrizine	Painkiller	Salicylate
Capsule	Amoxicillin	Painkiller	H1 Blocker
Syrup	Paracetamol	Antihistamine	PPI
Injection	Metformin	Antihistamine	NSAID
Syrup	Amoxicillin	Antipyretic	Salicylate
Injection	Cetrizine	Painkiller	H1 Blocker
Injection	Cetrizine	Antacid	NSAID
Ointment	Cetrizine	Antipyretic	H1 Blocker
Syrup	Metformin	Antacid	H1 Blocker
Injection	Amoxicillin	Antibiotic	Penicillin
Ointment	Amoxicillin	Antacid	H1 Blocker
Injection	Aspirin	Antacid	NSAID
Tablet	Cetrizine	Antacid	PPI
Capsule	Aspirin	Antibiotic	PPI
Injection	Amoxicillin	Antihistamine	Penicillin
Ointment	Omeprazole	Antipyretic	PPI
Capsule	Ibuprofen	Antacid	Salicylate
Injection	Paracetamol	Antihistamine	PPI
Ointment	Aspirin	Antihistamine	PPI
Capsule	Amoxicillin	Painkiller	H1 Blocker
Tablet	Cetrizine	Antacid	Salicylate
Injection	Omeprazole	Antipyretic	H1 Blocker
Tablet	Aspirin	Antipyretic	Penicillin
Ointment	Ibuprofen	Antipyretic	Penicillin
Syrup	Ibuprofen	Antibiotic	Salicylate
Capsule	Paracetamol	Antacid	Salicylate
Ointment	Aspirin	Painkiller	NSAID
Tablet	Amoxicillin	Antipyretic	Penicillin
Injection	Cetrizine	Antacid	Penicillin
Tablet	Ibuprofen	Antipyretic	H1 Blocker
Tablet	Amoxicillin	Antibiotic	Penicillin
Tablet	Amoxicillin	Painkiller	NSAID
Syrup	Ibuprofen	Antipyretic	NSAID
Ointment	Ibuprofen	Antihistamine	Penicillin
Injection	Metformin	Antacid	Salicylate
Tablet	Omeprazole	Antibiotic	Penicillin
Tablet	Aspirin	Antihistamine	PPI
Ointment	Paracetamol	Painkiller	Salicylate
Tablet	Omeprazole	Antipyretic	PPI
Ointment	Paracetamol	Antipyretic	NSAID
Ointment	Cetrizine	Antipyretic	Penicillin
Injection	Paracetamol	Painkiller	H1 Blocker
Ointment	Amoxicillin	Antibiotic	Penicillin
Capsule	Metformin	Antipyretic	PPI
Capsule	Ibuprofen	Antihistamine	PPI
Tablet	Paracetamol	Antipyretic	H1 Blocker
Syrup	Paracetamol	Antihistamine	H1 Blocker
Tablet	Omeprazole	Antacid	NSAID
Tablet	Metformin	Antipyretic	NSAID
Tablet	Cetrizine	Antibiotic	H1 Blocker
Capsule	Ibuprofen	Antihistamine	Penicillin
Capsule	Cetrizine	Antipyretic	Salicylate
Ointment	Paracetamol	Antihistamine	Salicylate
Tablet	Omeprazole	Antihistamine	NSAID
Capsule	Omeprazole	Antibiotic	Penicillin
Injection	Omeprazole	Antibiotic	H1 Blocker
Capsule	Aspirin	Painkiller	Salicylate
Syrup	Cetrizine	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Antipyretic	Salicylate
Capsule	Amoxicillin	Antacid	H1 Blocker
Ointment	Aspirin	Antacid	NSAID
Syrup	Aspirin	Painkiller	NSAID
Capsule	Cetrizine	Painkiller	Salicylate
Syrup	Aspirin	Antihistamine	H1 Blocker
Ointment	Aspirin	Antihistamine	Penicillin
Tablet	Metformin	Antipyretic	Salicylate
Capsule	Cetrizine	Painkiller	NSAID
Tablet	Metformin	Antipyretic	Penicillin
Ointment	Metformin	Antipyretic	NSAID
Tablet	Cetrizine	Antibiotic	H1 Blocker
Ointment	Omeprazole	Antacid	Penicillin
Syrup	Metformin	Painkiller	Salicylate
Injection	Ibuprofen	Painkiller	Salicylate
Capsule	Paracetamol	Antibiotic	Penicillin
Ointment	Amoxicillin	Antihistamine	Salicylate
Tablet	Cetrizine	Antibiotic	NSAID
Capsule	Omeprazole	Antihistamine	NSAID
Capsule	Amoxicillin	Antihistamine	PPI
Ointment	Omeprazole	Antipyretic	PPI
Injection	Amoxicillin	Antibiotic	NSAID
Ointment	Aspirin	Antacid	Penicillin
Tablet	Paracetamol	Painkiller	H1 Blocker
Capsule	Ibuprofen	Antacid	Penicillin
Tablet	Aspirin	Antibiotic	H1 Blocker
Tablet	Cetrizine	Antacid	Penicillin
Syrup	Ibuprofen	Antibiotic	PPI
Ointment	Paracetamol	Antacid	Salicylate
Syrup	Paracetamol	Antacid	NSAID
Syrup	Ibuprofen	Painkiller	Penicillin
Tablet	Amoxicillin	Painkiller	Salicylate
Tablet	Metformin	Antihistamine	H1 Blocker
Ointment	Metformin	Antipyretic	NSAID
Capsule	Aspirin	Antipyretic	H1 Blocker
Syrup	Paracetamol	Antipyretic	H1 Blocker
Injection	Cetrizine	Painkiller	NSAID
Syrup	Omeprazole	Antihistamine	PPI
Tablet	Paracetamol	Antacid	NSAID
Syrup	Amoxicillin	Antibiotic	PPI
Tablet	Ibuprofen	Antihistamine	Salicylate
Capsule	Aspirin	Painkiller	Penicillin
Tablet	Cetrizine	Antipyretic	H1 Blocker
Injection	Ibuprofen	Antacid	Penicillin
Syrup	Paracetamol	Antibiotic	PPI
Ointment	Metformin	Antacid	PPI
Ointment	Metformin	Antibiotic	Penicillin
Syrup	Omeprazole	Antibiotic	Salicylate
Syrup	Omeprazole	Antibiotic	NSAID
Capsule	Amoxicillin	Painkiller	Penicillin
Ointment	Paracetamol	Antibiotic	Salicylate
Injection	Aspirin	Antibiotic	H1 Blocker
Tablet	Ibuprofen	Painkiller	NSAID
Tablet	Paracetamol	Antibiotic	Salicylate
Capsule	Paracetamol	Antibiotic	Penicillin
Tablet	Cetrizine	Antacid	Penicillin
Ointment	Omeprazole	Antihistamine	Salicylate
Injection	Amoxicillin	Antacid	PPI
Capsule	Aspirin	Antihistamine	Penicillin
Ointment	Omeprazole	Painkiller	NSAID
Syrup	Cetrizine	Antihistamine	Salicylate
Syrup	Omeprazole	Antacid	Salicylate
Capsule	Aspirin	Painkiller	Salicylate
